-0.277603, -0.136664, 2.195619
-0.566274, -0.023993, 1.979194
-0.626827, -0.092134, 2.030741
-0.237212, 0.102040, 2.137771
-0.278196, 0.000497, 2.110965
-0.080910, 0.105109, 0.710479
-0.080614, 0.103930, 0.711975
-0.955446, 0.067761, 2.018456
-0.939847, 0.271855, 2.027455
-0.905644, 0.244546, 2.040322
-0.994246, 0.249102, 1.936553
-0.148956, -0.019128, 0.688004
0.621066, 0.427835, 1.996282
0.566806, -0.214506, 2.067082
-1.035676, -0.613914, 1.893366
-0.898554, 0.263577, 1.962594
0.370447, -0.235767, 2.112441
0.469946, -0.222410, 2.094715
-0.931152, -0.372505, 1.951524
0.548591, 0.199272, 2.186113
-0.911575, -0.103886, 2.042210
-1.135433, -0.607854, 2.075366
0.743699, -0.107576, 2.077721
0.650895, -0.103706, 2.077242
0.743575, -0.143926, 2.076396
0.260514, -0.558085, 2.026591
0.383394, -0.413591, 2.054343
0.035788, -0.179471, 2.227543
0.101637, -0.050243, 2.062377
0.116912, -0.096702, 2.061332
0.606901, -0.338981, 2.066797
0.982964, -0.772445, 2.080408
0.475173, -0.098120, 2.052341
-1.031708, -0.392673, 1.927000
0.488391, -0.094803, 2.107436
-0.088685, -0.008894, 0.661767
-0.091798, -0.023831, 0.692192
0.599284, 0.316369, 1.931663
0.678575, 0.339275, 1.921044
-0.159414, -0.034662, 0.683138
0.438084, -0.082142, 2.069000
0.366636, -0.231803, 2.099713
-0.161949, -0.035485, 0.684174
0.481056, -0.165191, 2.205918
0.486440, -0.099057, 2.130362
0.492731, -0.169808, 2.107331
-0.030471, -0.020532, 0.700169
0.584195, 0.604887, 2.070837
-0.887267, 0.593475, 2.056381
-0.406677, 0.072937, 0.402902
0.623212, 0.317890, 2.065650
-1.050895, 0.110951, 1.971869
1.062318, -0.222588, 1.974635
-0.946020, 0.241323, 1.961337
-0.303231, -0.137916, 2.142503
-0.497389, 0.107388, 2.087770
-0.528541, 0.098191, 2.059753
-0.770241, -0.278061, 1.906614
-0.727507, -0.197165, 1.928372
-0.712426, 0.031425, 2.055294
-0.738256, 0.003291, 2.125736
-0.841745, 0.176898, 2.028312
-0.872593, 0.155120, 1.935213
0.420099, -0.184358, 1.698233
0.460506, -0.220763, 2.031428
-0.903130, -0.028872, 1.992159
-0.962125, -0.396946, 1.984705
-0.838661, -0.138559, 2.031821
0.357674, -0.199744, 2.135641
0.500727, -0.171430, 2.030401
-1.088719, -0.648930, 2.023167
-0.473828, 0.056160, 0.357816
0.173642, 0.389631, 0.970024
0.194046, -0.427269, 1.059707
0.193794, -0.428227, 1.060341
0.222360, -0.394337, 1.066988
0.247343, -0.366149, 1.065080
0.266236, -0.337869, 1.069171
0.375986, -0.352001, 1.061262
0.381676, -0.351130, 1.069440
0.376089, -0.347704, 1.059987
0.374604, -0.347191, 1.058398
0.369098, -0.330604, 1.059180
0.968331, -0.762284, 2.084599
0.964683, -0.758426, 2.102020
0.746369, -0.450005, 2.080835
-0.978803, -0.438527, 2.012094
-0.925164, -0.445132, 2.039778
-0.161281, -0.177424, 0.638209
0.131484, -0.259402, 2.064251
0.192622, -0.181606, 2.106983
-0.805628, -0.147695, 2.035713
0.292742, -0.017866, 2.076868
0.289297, -0.093176, 2.235812
0.226430, -0.052603, 2.061108
-0.924269, -0.642621, 2.017279
0.101010, -0.045218, 2.039078
0.109081, -0.082772, 2.110772
0.291274, 0.053436, 2.082185
0.420232, -0.235126, 2.068126
0.366228, 0.061463, 2.185209
0.736383, 0.365300, 2.023423
0.527736, 0.324518, 2.234017
0.510574, 0.295555, 2.083633
0.643259, -0.313177, 2.023755
0.437386, -0.038362, 2.046551
-0.190225, 0.002851, 0.684662
0.418104, -0.147988, 1.953950
-0.952987, 0.249705, 1.965410
-0.843141, -0.504398, 2.015118
-0.188480, -0.021872, 0.681525
-1.044502, -0.333493, 2.242526
0.567423, -0.212794, 2.027504
-0.148451, -0.214235, 0.609044
0.816266, -0.406443, 2.078842
-0.867753, 0.618464, 2.065910
0.838491, -0.159112, 2.093214
0.809621, -0.143984, 2.079478
-0.221508, -0.026135, 0.712852
-0.887943, 0.161447, 1.973763
-0.914828, -0.431973, 2.003550
-0.165525, -0.019950, 0.679757
-0.874357, 0.103072, 1.992197
-0.897968, 0.118317, 1.976504
-1.064884, -0.381147, 1.908067
-0.866478, -0.277573, 1.997592
0.517524, -0.174034, 2.069048
0.482816, -0.090150, 2.068891
-0.162646, -0.034472, 0.691573
0.729214, 0.356244, 2.001897
-1.040170, -0.391644, 1.931585
0.465358, -0.219008, 2.034744
0.499823, 0.316852, 2.074880
-0.892328, 0.076520, 2.028599
-1.038118, -0.722438, 1.940549
0.448662, -0.087997, 2.121800
-0.174084, -0.008468, 0.688019
-0.854849, -0.214945, 1.963698
0.683908, -0.716205, 2.222707
0.505291, 0.153154, 2.107729
0.646428, -0.117626, 2.087139
0.480757, -0.217298, 2.071337
-1.011778, 0.203776, 2.005605
-0.933431, 0.631815, 2.168293
-0.912677, -0.112681, 2.027155
-0.823782, -0.155867, 1.890687
-0.898477, -0.164882, 2.003765
-0.987360, -0.243943, 1.945284
-1.012555, -0.165440, 2.134049
-1.034228, 0.269220, 1.852206
-0.187759, -0.065683, 0.660399
-1.046624, 0.187629, 1.952266
-0.963974, -0.046280, 2.137484
-0.908590, 0.130109, 2.010847
-0.896860, -0.307587, 2.051027
-0.850350, -0.160240, 2.063688
-0.156797, -0.173046, 0.646840
-0.167408, -0.020709, 0.681679
0.620930, 0.201985, 2.095580
-0.930089, -0.221349, 2.113525
0.367869, -0.232570, 2.106717
-0.783348, 0.589664, 2.004773
-0.839727, -0.332631, 2.043185
0.504851, 0.152333, 2.094103
0.634879, 0.146127, 2.089095
0.669001, -0.675286, 2.060661
-0.092822, 0.190093, 0.710583
-0.849286, 0.188069, 2.043714
0.420762, -0.266679, 2.118812
-1.038982, 0.111100, 1.955374
-0.827406, -0.168718, 2.017544
0.489148, -0.442526, 2.052079
-0.800290, 0.096378, 1.965411
-0.151032, -0.040184, 0.675178
0.440353, -0.061928, 2.069727
-0.849238, -0.276985, 2.050026
0.374559, -0.239037, 2.174636
-0.877664, -0.212206, 2.003734
0.627134, -0.305497, 2.056023
0.623644, -0.307494, 1.974043
-0.217399, -0.031226, 0.703980
-0.219832, -0.005791, 0.706007
-0.038714, 0.122019, 0.713191
0.552784, -0.288792, 2.038479
-0.937527, -0.222189, 2.121671
-0.866376, -0.277634, 1.993664
-0.990910, -0.140259, 2.003097
0.441400, 0.022969, 2.117842
-0.844973, 0.758257, 2.027288
-1.074692, -0.465034, 2.024749
-1.078872, 0.061225, 1.914272
-0.942788, 0.205200, 1.958722
0.490011, 0.229384, 2.098247
-0.838346, 0.043715, 2.030470
-1.046274, -0.620158, 1.935682
0.496976, -0.122403, 2.114558
0.548476, -0.196436, 2.079550
-0.826742, -0.149909, 2.055897
-1.078784, -0.437638, 2.228236
-0.191085, -0.014907, 0.688929
-0.890502, -0.108533, 1.982178
0.667905, -0.681576, 2.107158
0.497671, 0.761322, 2.097748
0.060680, -0.003644, 0.728572
-0.872191, -0.402186, 2.001696
-0.981024, 0.202966, 1.946737
-0.928098, 0.617629, 2.158880
0.466645, -0.159106, 2.079196
-0.833335, 0.593574, 1.989801
0.668849, -0.727862, 2.058134
-1.083003, -0.422870, 2.168383
-0.167440, -0.006768, 0.664135
-0.078546, -0.017081, 0.668740
-0.922074, 0.606036, 2.110894
-0.093658, 0.033700, 0.682167
0.651522, -0.321971, 2.072184
0.171116, 0.389636, 0.967371
0.510505, -0.098893, 2.042864
0.490405, -0.095850, 2.117360
-0.901809, 0.089117, 2.009491
-0.130782, -0.029695, 0.672720
0.642340, -0.199036, 2.065346
-0.944685, 0.249163, 1.961653
-1.034561, 0.274797, 1.996076
0.504136, 0.148334, 2.099656
-1.126010, -0.160351, 2.312996
-0.901475, 0.025740, 1.976442
1.116414, -0.124986, 2.106726
-0.853550, -0.299669, 1.966226
-0.859416, 0.264686, 2.066064
0.507303, -0.173420, 2.127524
0.474788, -0.161112, 2.171955
0.991171, -0.760286, 2.062592
-0.917009, 0.271371, 2.042304
0.338220, -0.199469, 2.053744
0.624401, -0.197239, 2.031436
-0.778241, -0.259179, 1.967963
-0.164716, -0.035432, 0.690729
-0.050640, -0.104184, 0.675206
0.639560, -0.140063, 2.086215
-0.906639, -0.575512, 2.019375
-1.006102, -0.246334, 1.969328
0.495288, 0.203089, 2.114632
-0.875488, 0.103880, 1.996783
0.710017, -0.638402, 2.153027
-0.900315, 0.189691, 2.041237
-0.935385, 0.204091, 1.946258
0.635501, -0.113869, 2.061667
-1.032985, 0.189239, 1.941138
-0.973194, -0.693813, 1.946801
-0.903270, -0.030262, 1.998721
-0.893803, -0.095548, 2.000120
0.492268, 0.201343, 2.109478
0.471536, 0.181841, 2.033427
0.627981, -0.197024, 2.028300
-0.895387, 0.261723, 2.008289
0.758634, -0.623989, 2.080123
-0.129540, -0.029568, 0.669280
-0.357752, -0.431881, 2.081628
-0.475110, -0.251656, 2.084959
-0.466293, -0.323194, 2.069442
-0.521410, -0.288326, 2.041466
-0.399640, -0.257080, 2.107162
-0.412561, -0.316317, 2.138584
-0.634072, -0.258769, 2.026943
-0.706169, -0.221914, 2.063458
-0.634664, -0.289163, 2.026589
-0.722331, -0.320098, 2.056579
-0.754891, -0.215439, 1.941845
-0.743221, -0.282367, 2.039437
-0.631755, 0.167384, 2.007290
-0.739731, 0.219723, 2.110469
-0.635352, 0.110680, 2.011955
-0.703824, 0.116906, 2.053036
0.042687, -0.060636, 0.726754
-0.995290, 0.269449, 2.045650
-0.837642, -0.434022, 2.047375
-0.208582, -0.091548, 0.689291
0.715742, 0.361436, 2.033525
-0.955510, 0.233933, 1.973078
-1.053433, 0.221619, 2.033257
-1.046044, 0.274100, 1.943796
-1.014142, 0.250984, 1.977775
-0.890580, -0.405454, 2.016669
-0.927888, -0.429983, 2.013678
0.553123, -0.200292, 2.095959
-0.536970, 0.208854, 2.069990
-0.504632, 0.105871, 1.986274
-0.114682, 0.103419, 2.151031
-0.500961, -0.035747, 1.990770
-0.521514, -0.106648, 2.037106
0.288903, -0.088463, 2.180381
-0.854814, -0.563105, 2.014872
-0.291441, -0.357928, 2.119887
-0.407466, -0.344202, 2.153041
-0.317755, -0.405801, 2.157776
0.615769, 0.149301, 2.082211
-0.959467, -0.392426, 1.968300
0.431428, -0.145523, 2.020563
0.566033, -0.288351, 2.072917
-0.899073, -0.575987, 2.008837
0.396773, -0.223810, 2.069144
0.412883, -0.256052, 2.069533
-0.808004, -0.149926, 2.032956
0.227684, -0.043871, 2.063853
-0.895418, 0.263324, 2.025030
-0.845144, 0.257943, 2.034781
-0.896102, 0.238453, 2.027973
0.093170, -0.058834, 2.058752
0.231062, 0.055079, 2.060010
0.182279, 0.057902, 2.256802
0.105222, -0.116119, 2.184827
0.099099, -0.173048, 2.139398
0.046575, -0.172574, 2.211588
-0.896939, -0.246909, 2.030232
0.130712, 0.058480, 2.075241
-0.089354, 0.003451, 0.690033
-0.143532, -0.068570, 0.680264
-1.119671, 0.111776, 1.966761
0.668979, -0.677958, 2.101719
-0.919001, 0.117638, 2.013942
-1.028592, 0.200772, 2.023140
0.503530, -0.173346, 2.030655
-0.092333, -0.023123, 0.691094
-0.823706, 0.259713, 1.986398
0.637851, -0.671755, 1.971137
-0.998537, 0.255734, 1.949419
